scope,region,year,count,withinCurrentSummerWindow,outsideCurrentSummerWindow,julyAugustCount,withinWindowCalendarDays,outsideWindowCalendarDays,withinPerCalendarDay,outsidePerCalendarDay,comparisonStatus
A,수영구|광안동,all,90,23,67,23,290,1537,0.07931034482758621,0.043591411841249185,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,수영구|광안동,2020,10,2,8,2,58,308,0.034482758620689655,0.025974025974025976,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,수영구|광안동,2021,35,7,28,7,58,307,0.1206896551724138,0.09120521172638436,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,수영구|광안동,2022,15,11,4,11,58,307,0.1896551724137931,0.013029315960912053,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,수영구|광안동,2023,21,0,21,0,58,307,0.0,0.06840390879478828,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,수영구|광안동,2024,9,3,6,3,58,308,0.05172413793103448,0.01948051948051948,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,수영구|남천동,all,30,8,22,9,290,1537,0.027586206896551724,0.014313597918022121,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,수영구|남천동,2021,8,0,8,0,58,307,0.0,0.026058631921824105,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,수영구|남천동,2022,5,1,4,2,58,307,0.017241379310344827,0.013029315960912053,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,수영구|남천동,2023,11,2,9,2,58,307,0.034482758620689655,0.029315960912052116,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,수영구|남천동,2024,6,5,1,5,58,308,0.08620689655172414,0.003246753246753247,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,수영구|망미동,all,8,2,6,2,290,1537,0.006896551724137931,0.003903708523096942,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,수영구|망미동,2022,8,2,6,2,58,307,0.034482758620689655,0.019543973941368076,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,수영구|민락동,all,94,24,70,30,290,1537,0.08275862068965517,0.04554326610279766,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,수영구|민락동,2020,9,5,4,5,58,308,0.08620689655172414,0.012987012987012988,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,수영구|민락동,2021,20,1,19,1,58,307,0.017241379310344827,0.06188925081433225,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,수영구|민락동,2022,31,12,19,17,58,307,0.20689655172413793,0.06188925081433225,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,수영구|민락동,2023,16,3,13,3,58,307,0.05172413793103448,0.04234527687296417,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,수영구|민락동,2024,18,3,15,4,58,308,0.05172413793103448,0.048701298701298704,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,수영구|수영동,all,10,0,10,0,290,1537,0.0,0.006506180871828237,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,수영구|수영동,2020,1,0,1,0,58,308,0.0,0.003246753246753247,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,수영구|수영동,2022,4,0,4,0,58,307,0.0,0.013029315960912053,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,수영구|수영동,2023,5,0,5,0,58,307,0.0,0.016286644951140065,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,연제구|연산동,all,4,2,2,2,290,1537,0.006896551724137931,0.0013012361743656475,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,연제구|연산동,2021,2,0,2,0,58,307,0.0,0.006514657980456026,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,연제구|연산동,2023,2,2,0,2,58,307,0.034482758620689655,0.0,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|남항동2가,all,4,0,4,0,290,1537,0.0,0.002602472348731295,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|남항동2가,2021,1,0,1,0,58,307,0.0,0.003257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|남항동2가,2022,3,0,3,0,58,307,0.0,0.009771986970684038,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|대교동1가,all,42,5,37,5,290,1537,0.017241379310344827,0.024072869225764477,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|대교동1가,2020,11,0,11,0,58,308,0.0,0.03571428571428571,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|대교동1가,2021,14,5,9,5,58,307,0.08620689655172414,0.029315960912052116,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|대교동1가,2022,8,0,8,0,58,307,0.0,0.026058631921824105,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|대교동1가,2023,4,0,4,0,58,307,0.0,0.013029315960912053,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|대교동1가,2024,5,0,5,0,58,308,0.0,0.016233766233766232,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|대교동2가,all,1,0,1,0,290,1537,0.0,0.0006506180871828237,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|대교동2가,2021,1,0,1,0,58,307,0.0,0.003257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|대평동1가,all,4,0,4,0,290,1537,0.0,0.002602472348731295,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|대평동1가,2020,3,0,3,0,58,308,0.0,0.00974025974025974,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|대평동1가,2022,1,0,1,0,58,307,0.0,0.003257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|동삼동,all,61,22,39,22,290,1537,0.07586206896551724,0.025374105400130124,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|동삼동,2020,14,3,11,3,58,308,0.05172413793103448,0.03571428571428571,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|동삼동,2021,20,4,16,4,58,307,0.06896551724137931,0.05211726384364821,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|동삼동,2022,6,4,2,4,58,307,0.06896551724137931,0.006514657980456026,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|동삼동,2023,15,11,4,11,58,307,0.1896551724137931,0.013029315960912053,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|동삼동,2024,6,0,6,0,58,308,0.0,0.01948051948051948,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|봉래동1가,all,26,5,21,5,290,1537,0.017241379310344827,0.013662979830839297,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|봉래동1가,2020,5,2,3,2,58,308,0.034482758620689655,0.00974025974025974,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|봉래동1가,2021,6,2,4,2,58,307,0.034482758620689655,0.013029315960912053,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|봉래동1가,2022,9,0,9,0,58,307,0.0,0.029315960912052116,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|봉래동1가,2023,2,0,2,0,58,307,0.0,0.006514657980456026,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|봉래동1가,2024,4,1,3,1,58,308,0.017241379310344827,0.00974025974025974,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|봉래동2가,all,3,0,3,0,290,1537,0.0,0.001951854261548471,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|봉래동2가,2020,1,0,1,0,58,308,0.0,0.003246753246753247,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|봉래동2가,2022,1,0,1,0,58,307,0.0,0.003257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|봉래동2가,2024,1,0,1,0,58,308,0.0,0.003246753246753247,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|영선동4가,all,6,1,5,1,290,1537,0.0034482758620689655,0.0032530904359141183,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|영선동4가,2021,2,0,2,0,58,307,0.0,0.006514657980456026,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|영선동4가,2022,3,0,3,0,58,307,0.0,0.009771986970684038,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|영선동4가,2023,1,1,0,1,58,307,0.017241379310344827,0.0,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|청학동,all,14,2,12,3,290,1537,0.006896551724137931,0.007807417046193884,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|청학동,2020,3,0,3,0,58,308,0.0,0.00974025974025974,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|청학동,2021,1,0,1,0,58,307,0.0,0.003257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|청학동,2022,2,1,1,1,58,307,0.017241379310344827,0.003257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|청학동,2023,4,1,3,1,58,307,0.017241379310344827,0.009771986970684038,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,영도구|청학동,2024,4,0,4,1,58,308,0.0,0.012987012987012988,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,중구|남포동1가,all,1,0,1,0,290,1537,0.0,0.0006506180871828237,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,중구|남포동1가,2022,1,0,1,0,58,307,0.0,0.003257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,중구|남포동4가,all,9,2,7,2,290,1537,0.006896551724137931,0.004554326610279766,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,중구|남포동4가,2020,1,1,0,1,58,308,0.017241379310344827,0.0,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,중구|남포동4가,2021,5,0,5,0,58,307,0.0,0.016286644951140065,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,중구|남포동4가,2022,1,0,1,0,58,307,0.0,0.003257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,중구|남포동4가,2023,2,1,1,1,58,307,0.017241379310344827,0.003257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,중구|남포동5가,all,10,2,8,2,290,1537,0.006896551724137931,0.00520494469746259,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,중구|남포동5가,2020,1,1,0,1,58,308,0.017241379310344827,0.0,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,중구|남포동5가,2022,7,1,6,1,58,307,0.017241379310344827,0.019543973941368076,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,중구|남포동5가,2024,2,0,2,0,58,308,0.0,0.006493506493506494,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,중구|남포동6가,all,2,0,2,0,290,1537,0.0,0.0013012361743656475,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,중구|남포동6가,2021,1,0,1,0,58,307,0.0,0.003257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,중구|남포동6가,2023,1,0,1,0,58,307,0.0,0.003257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,중구|중앙동4가,all,2,0,2,0,290,1537,0.0,0.0013012361743656475,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,중구|중앙동4가,2023,1,0,1,0,58,307,0.0,0.003257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,중구|중앙동4가,2024,1,0,1,0,58,308,0.0,0.003246753246753247,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,중구|중앙동5가,all,1,0,1,0,290,1537,0.0,0.0006506180871828237,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,중구|중앙동5가,2022,1,0,1,0,58,307,0.0,0.003257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,중구|중앙동7가,all,30,12,18,12,290,1537,0.041379310344827586,0.011711125569290826,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,중구|중앙동7가,2020,8,1,7,1,58,308,0.017241379310344827,0.022727272727272728,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,중구|중앙동7가,2021,3,1,2,1,58,307,0.017241379310344827,0.006514657980456026,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,중구|중앙동7가,2022,5,0,5,0,58,307,0.0,0.016286644951140065,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,중구|중앙동7가,2023,7,5,2,5,58,307,0.08620689655172414,0.006514657980456026,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,중구|중앙동7가,2024,7,5,2,5,58,308,0.08620689655172414,0.006493506493506494,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,해운대구|반송동,all,2,0,2,0,290,1537,0.0,0.0013012361743656475,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,해운대구|반송동,2022,2,0,2,0,58,307,0.0,0.006514657980456026,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,해운대구|반여동,all,8,0,8,0,290,1537,0.0,0.00520494469746259,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,해운대구|반여동,2020,4,0,4,0,58,308,0.0,0.012987012987012988,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,해운대구|반여동,2021,1,0,1,0,58,307,0.0,0.003257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,해운대구|반여동,2024,3,0,3,0,58,308,0.0,0.00974025974025974,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,해운대구|송정동,all,67,24,43,24,290,1537,0.08275862068965517,0.02797657774886142,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,해운대구|송정동,2020,13,7,6,7,58,308,0.1206896551724138,0.01948051948051948,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,해운대구|송정동,2021,18,3,15,3,58,307,0.05172413793103448,0.048859934853420196,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,해운대구|송정동,2022,11,3,8,3,58,307,0.05172413793103448,0.026058631921824105,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,해운대구|송정동,2023,11,5,6,5,58,307,0.08620689655172414,0.019543973941368076,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,해운대구|송정동,2024,14,6,8,6,58,308,0.10344827586206896,0.025974025974025976,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,해운대구|우동,all,111,19,92,19,290,1537,0.06551724137931035,0.05985686402081978,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,해운대구|우동,2020,19,5,14,5,58,308,0.08620689655172414,0.045454545454545456,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,해운대구|우동,2021,22,3,19,3,58,307,0.05172413793103448,0.06188925081433225,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,해운대구|우동,2022,22,8,14,8,58,307,0.13793103448275862,0.04560260586319218,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,해운대구|우동,2023,23,1,22,1,58,307,0.017241379310344827,0.07166123778501629,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,해운대구|우동,2024,25,2,23,2,58,308,0.034482758620689655,0.07467532467532467,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,해운대구|재송동,all,20,1,19,1,290,1537,0.0034482758620689655,0.01236174365647365,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,해운대구|재송동,2022,1,1,0,1,58,307,0.017241379310344827,0.0,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,해운대구|재송동,2023,7,0,7,0,58,307,0.0,0.02280130293159609,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,해운대구|재송동,2024,12,0,12,0,58,308,0.0,0.03896103896103896,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,해운대구|중동,all,119,32,87,34,290,1537,0.1103448275862069,0.05660377358490566,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,해운대구|중동,2020,16,4,12,6,58,308,0.06896551724137931,0.03896103896103896,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,해운대구|중동,2021,29,10,19,10,58,307,0.1724137931034483,0.06188925081433225,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,해운대구|중동,2022,14,3,11,3,58,307,0.05172413793103448,0.035830618892508145,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,해운대구|중동,2023,27,7,20,7,58,307,0.1206896551724138,0.06514657980456026,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,해운대구|중동,2024,33,8,25,8,58,308,0.13793103448275862,0.08116883116883117,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,부산,all,765,184,581,196,290,1537,0.6344827586206897,0.37800910865322057,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,부산,2020,162,42,120,46,58,308,0.7241379310344828,0.38961038961038963,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
