district,rawDong,type,subtype,countC,reason
강서구,천성동,화재,일반화재(주택),5,5년 반복 조건 미충족
서구,서대신동2가,화재,일반화재(주택),5,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
금정구,노포동,화재,일반화재(주택),4,5년 반복 조건 미충족
부산진구,범전동,화재,일반화재(주택),4,5년 반복 조건 미충족
서구,서대신동1가,화재,일반화재(주택),4,5년 반복 조건 미충족
영도구,신선동2가,화재,일반화재(주택),4,5년 반복 조건 미충족
영도구,영선동2가,화재,일반화재(주택),4,5년 반복 조건 미충족
중구,대청동4가,화재,일반화재(주택),4,5년 반복 조건 미충족
중구,부평동1가,화재,일반화재(주택),4,5년 반복 조건 미충족
중구,부평동3가,화재,일반화재(주택),4,5년 반복 조건 미충족
중구,중앙동4가,화재,일반화재(주택),4,결측 제외 전후 변화 방향 민감
강서구,대항동,화재,일반화재(주택),3,5년 반복 조건 미충족
강서구,미음동,화재,일반화재(주택),3,5년 반복 조건 미충족
강서구,범방동,화재,일반화재(주택),3,5년 반복 조건 미충족
금정구,회동동,화재,일반화재(주택),3,5년 반복 조건 미충족
기장군,일광읍,화재,일반화재(주택),3,5년 반복 조건 미충족
동래구,낙민동,화재,일반화재(주택),3,5년 반복 조건 미충족
동래구,복천동,화재,일반화재(주택),3,5년 반복 조건 미충족
서구,동대신동1가,화재,일반화재(주택),3,결측 제외 전후 변화 방향 민감
서구,충무동2가,화재,일반화재(주택),3,5년 반복 조건 미충족
서구,충무동3가,화재,일반화재(주택),3,5년 반복 조건 미충족
서구,토성동4가,화재,일반화재(주택),3,5년 반복 조건 미충족
영도구,대교동1가,화재,일반화재(주택),3,5년 반복 조건 미충족
영도구,대교동2가,화재,일반화재(주택),3,5년 반복 조건 미충족
중구,남포동6가,화재,일반화재(주택),3,5년 반복 조건 미충족
중구,신창동2가,화재,일반화재(주택),3,5년 반복 조건 미충족
강서구,생곡동,화재,일반화재(주택),2,5년 반복 조건 미충족
강서구,화전동,화재,일반화재(주택),2,5년 반복 조건 미충족
금정구,오륜동,화재,일반화재(주택),2,5년 반복 조건 미충족
동래구,칠산동,화재,일반화재(주택),2,5년 반복 조건 미충족
서구,부민동1가,화재,일반화재(주택),2,5년 반복 조건 미충족
서구,부민동3가,화재,일반화재(주택),2,5년 반복 조건 미충족
서구,부용동2가,화재,일반화재(주택),2,5년 반복 조건 미충족
서구,토성동3가,화재,일반화재(주택),2,5년 반복 조건 미충족
서구,토성동5가,화재,일반화재(주택),2,5년 반복 조건 미충족
영도구,남항동2가,화재,일반화재(주택),2,5년 반복 조건 미충족
영도구,남항동3가,화재,일반화재(주택),2,5년 반복 조건 미충족
영도구,봉래동4가,화재,일반화재(주택),2,5년 반복 조건 미충족
영도구,봉래동5가,화재,일반화재(주택),2,5년 반복 조건 미충족
중구,남포동2가,화재,일반화재(주택),2,5년 반복 조건 미충족
중구,남포동4가,화재,일반화재(주택),2,5년 반복 조건 미충족
중구,대청동2가,화재,일반화재(주택),2,5년 반복 조건 미충족
중구,대청동3가,화재,일반화재(주택),2,5년 반복 조건 미충족
중구,동광동3가,화재,일반화재(주택),2,5년 반복 조건 미충족
중구,동광동5가,화재,일반화재(주택),2,5년 반복 조건 미충족
중구,신창동1가,화재,일반화재(주택),2,5년 반복 조건 미충족
중구,중앙동2가,화재,일반화재(주택),2,5년 반복 조건 미충족
강서구,구랑동,화재,일반화재(주택),1,5년 반복 조건 미충족
강서구,성북동,화재,일반화재(주택),1,5년 반복 조건 미충족
서구,토성동1가,화재,일반화재(주택),1,5년 반복 조건 미충족
영도구,대평동1가,화재,일반화재(주택),1,5년 반복 조건 미충족
영도구,봉래동1가,화재,일반화재(주택),1,5년 반복 조건 미충족
영도구,봉래동2가,화재,일반화재(주택),1,5년 반복 조건 미충족
영도구,봉래동3가,화재,일반화재(주택),1,5년 반복 조건 미충족
영도구,신선동1가,화재,일반화재(주택),1,5년 반복 조건 미충족
영도구,신선동3가,화재,일반화재(주택),1,5년 반복 조건 미충족
영도구,영선동3가,화재,일반화재(주택),1,5년 반복 조건 미충족
중구,광복동1가,화재,일반화재(주택),1,5년 반복 조건 미충족
중구,광복동3가,화재,일반화재(주택),1,5년 반복 조건 미충족
중구,남포동5가,화재,일반화재(주택),1,5년 반복 조건 미충족
중구,대청동1가,화재,일반화재(주택),1,5년 반복 조건 미충족
중구,동광동2가,화재,일반화재(주택),1,5년 반복 조건 미충족
중구,보수동2가,화재,일반화재(주택),1,5년 반복 조건 미충족
중구,보수동3가,화재,일반화재(주택),1,5년 반복 조건 미충족
중구,부평동4가,화재,일반화재(주택),1,5년 반복 조건 미충족
중구,신창동3가,화재,일반화재(주택),1,5년 반복 조건 미충족
해운대구,석대동,화재,일반화재(주택),1,5년 반복 조건 미충족
강서구,죽림동,화재,일반화재(주택),0,5년 반복 조건 미충족
서구,부민동2가,화재,일반화재(주택),0,5년 반복 조건 미충족
영도구,대평동2가,화재,일반화재(주택),0,5년 반복 조건 미충족
영도구,영선동1가,화재,일반화재(주택),0,5년 반복 조건 미충족
중구,중앙동6가,화재,일반화재(주택),0,5년 반복 조건 미충족
해운대구,우동,구조,산악사고,55,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
금정구,청룡동,구조,산악사고,50,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
남구,용호동,구조,산악사고,43,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
북구,만덕동,구조,산악사고,43,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
해운대구,반여동,구조,산악사고,38,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
해운대구,좌동,구조,산악사고,34,결측 제외 전후 변화 방향 민감
사하구,당리동,구조,산악사고,33,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
북구,화명동,구조,산악사고,32,결측 제외 전후 변화 방향 민감
동래구,온천동,구조,산악사고,29,결측 제외 전후 변화 방향 민감
기장군,기장읍,구조,산악사고,26,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
남구,대연동,구조,산악사고,26,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
연제구,연산동,구조,산악사고,26,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
서구,서대신동3가,구조,산악사고,24,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
금정구,오륜동,구조,산악사고,22,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
기장군,철마면,구조,산악사고,21,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
금정구,장전동,구조,산악사고,20,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
금정구,구서동,구조,산악사고,19,결측 제외 전후 변화 방향 민감
사상구,엄궁동,구조,산악사고,19,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
기장군,일광면,구조,산악사고,18,5년 반복 조건 미충족
사하구,괴정동,구조,산악사고,18,결측 제외 전후 변화 방향 민감
해운대구,반송동,구조,산악사고,18,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
금정구,부곡동,구조,산악사고,17,결측 제외 전후 변화 방향 민감
북구,구포동,구조,산악사고,17,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
사하구,하단동,구조,산악사고,17,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
부산진구,부암동,구조,산악사고,15,5년 반복 조건 미충족
부산진구,당감동,구조,산악사고,14,결측 제외 전후 변화 방향 민감
해운대구,재송동,구조,산악사고,14,결측 제외 전후 변화 방향 민감
기장군,장안읍,구조,산악사고,13,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
북구,금곡동,구조,산악사고,12,5년 반복 조건 미충족
사상구,모라동,구조,산악사고,12,5년 반복 조건 미충족
영도구,동삼동,구조,산악사고,12,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
금정구,남산동,구조,산악사고,11,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
금정구,회동동,구조,산악사고,11,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
사상구,주례동,구조,산악사고,11,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
서구,동대신동3가,구조,산악사고,11,5년 반복 조건 미충족
사상구,학장동,구조,산악사고,10,5년 반복 조건 미충족
사하구,신평동,구조,산악사고,10,5년 반복 조건 미충족
수영구,망미동,구조,산악사고,10,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
사하구,장림동,구조,산악사고,9,5년 반복 조건 미충족
강서구,천성동,구조,산악사고,8,결측 제외 전후 변화 방향 민감
금정구,서동,구조,산악사고,8,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
기장군,일광읍,구조,산악사고,8,5년 반복 조건 미충족
동구,수정동,구조,산악사고,8,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
동구,초량동,구조,산악사고,8,5년 반복 조건 미충족
사상구,괘법동,구조,산악사고,8,5년 반복 조건 미충족
서구,암남동,구조,산악사고,8,5년 반복 조건 미충족
영도구,청학동,구조,산악사고,8,결측 제외 전후 변화 방향 민감
기장군,정관읍,구조,산악사고,7,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
강서구,동선동,구조,산악사고,6,결측 제외 전후 변화 방향 민감
동래구,사직동,구조,산악사고,6,5년 반복 조건 미충족
부산진구,가야동,구조,산악사고,6,5년 반복 조건 미충족
부산진구,개금동,구조,산악사고,6,5년 반복 조건 미충족
수영구,광안동,구조,산악사고,6,결측 제외 전후 변화 방향 민감
금정구,선동,구조,산악사고,5,5년 반복 조건 미충족
부산진구,전포동,구조,산악사고,5,5년 반복 조건 미충족
북구,덕천동,구조,산악사고,5,결측 제외 전후 변화 방향 민감
사하구,감천동,구조,산악사고,5,5년 반복 조건 미충족
사하구,다대동,구조,산악사고,5,5년 반복 조건 미충족
수영구,민락동,구조,산악사고,5,5년 반복 조건 미충족
금정구,금사동,구조,산악사고,4,5년 반복 조건 미충족
서구,남부민동,구조,산악사고,4,5년 반복 조건 미충족
해운대구,송정동,구조,산악사고,4,5년 반복 조건 미충족
강서구,대항동,구조,산악사고,3,5년 반복 조건 미충족
강서구,지사동,구조,산악사고,3,5년 반복 조건 미충족
동래구,복천동,구조,산악사고,3,5년 반복 조건 미충족
영도구,봉래동5가,구조,산악사고,3,5년 반복 조건 미충족
강서구,구랑동,구조,산악사고,2,5년 반복 조건 미충족
강서구,녹산동,구조,산악사고,2,5년 반복 조건 미충족
금정구,노포동,구조,산악사고,2,5년 반복 조건 미충족
남구,용당동,구조,산악사고,2,5년 반복 조건 미충족
동래구,명장동,구조,산악사고,2,5년 반복 조건 미충족
부산진구,범천동,구조,산악사고,2,5년 반복 조건 미충족
사상구,감전동,구조,산악사고,2,5년 반복 조건 미충족
사상구,덕포동,구조,산악사고,2,5년 반복 조건 미충족
연제구,거제동,구조,산악사고,2,5년 반복 조건 미충족
영도구,신선동3가,구조,산악사고,2,5년 반복 조건 미충족
강서구,미음동,구조,산악사고,1,5년 반복 조건 미충족
강서구,송정동,구조,산악사고,1,5년 반복 조건 미충족
강서구,화전동,구조,산악사고,1,5년 반복 조건 미충족
금정구,두구동,구조,산악사고,1,5년 반복 조건 미충족
남구,문현동,구조,산악사고,1,5년 반복 조건 미충족
남구,우암동,구조,산악사고,1,5년 반복 조건 미충족
동래구,명륜동,구조,산악사고,1,5년 반복 조건 미충족
동래구,안락동,구조,산악사고,1,5년 반복 조건 미충족
동래구,칠산동,구조,산악사고,1,5년 반복 조건 미충족
부산진구,양정동,구조,산악사고,1,5년 반복 조건 미충족
사상구,삼락동,구조,산악사고,1,5년 반복 조건 미충족
사하구,구평동,구조,산악사고,1,5년 반복 조건 미충족
서구,초장동,구조,산악사고,1,5년 반복 조건 미충족
수영구,남천동,구조,산악사고,1,5년 반복 조건 미충족
영도구,봉래동4가,구조,산악사고,1,5년 반복 조건 미충족
영도구,신선동2가,구조,산악사고,1,5년 반복 조건 미충족
영도구,영선동4가,구조,산악사고,1,5년 반복 조건 미충족
강서구,눌차동,구조,산악사고,0,5년 반복 조건 미충족
강서구,명지동,구조,산악사고,0,5년 반복 조건 미충족
강서구,성북동,구조,산악사고,0,5년 반복 조건 미충족
강서구,죽림동,구조,산악사고,0,5년 반복 조건 미충족
동구,범일동,구조,산악사고,0,5년 반복 조건 미충족
서구,아미동2가,구조,산악사고,0,5년 반복 조건 미충족
중구,영주동,구조,산악사고,0,5년 반복 조건 미충족
해운대구,중동,구조,산악사고,0,5년 반복 조건 미충족
해운대구,중동,구조,수난사고,55,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
수영구,민락동,구조,수난사고,42,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
수영구,광안동,구조,수난사고,40,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
해운대구,송정동,구조,수난사고,38,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
서구,암남동,구조,수난사고,37,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
기장군,기장읍,구조,수난사고,36,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
영도구,동삼동,구조,수난사고,29,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
남구,용호동,구조,수난사고,23,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
영도구,대교동1가,구조,수난사고,21,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
서구,남부민동,구조,수난사고,20,결측 제외 전후 변화 방향 민감
사하구,하단동,구조,수난사고,17,5년 반복 조건 미충족
기장군,일광면,구조,수난사고,15,5년 반복 조건 미충족
기장군,장안읍,구조,수난사고,15,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
영도구,봉래동1가,구조,수난사고,15,결측 제외 전후 변화 방향 민감
북구,덕천동,구조,수난사고,14,5년 반복 조건 미충족
북구,구포동,구조,수난사고,13,결측 제외 전후 변화 방향 민감
수영구,남천동,구조,수난사고,12,5년 반복 조건 미충족
영도구,청학동,구조,수난사고,10,결측 제외 전후 변화 방향 민감
기장군,일광읍,구조,수난사고,9,5년 반복 조건 미충족
중구,중앙동7가,구조,수난사고,9,5년 반복 조건 미충족
사상구,삼락동,구조,수난사고,8,5년 반복 조건 미충족
서구,충무동1가,구조,수난사고,8,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
강서구,신호동,구조,수난사고,7,5년 반복 조건 미충족
사상구,엄궁동,구조,수난사고,7,5년 반복 조건 미충족
중구,남포동4가,구조,수난사고,7,결측 제외 전후 변화 방향 민감
강서구,대저1동,구조,수난사고,6,결측 제외 전후 변화 방향 민감
강서구,대항동,구조,수난사고,6,5년 반복 조건 미충족
동구,초량동,구조,수난사고,6,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
수영구,수영동,구조,수난사고,6,5년 반복 조건 미충족
금정구,구서동,구조,수난사고,5,5년 반복 조건 미충족
사하구,감천동,구조,수난사고,5,5년 반복 조건 미충족
사하구,구평동,구조,수난사고,5,5년 반복 조건 미충족
영도구,영선동4가,구조,수난사고,5,5년 반복 조건 미충족
중구,남포동5가,구조,수난사고,5,5년 반복 조건 미충족
해운대구,재송동,구조,수난사고,5,5년 반복 조건 미충족
강서구,강동동,구조,수난사고,4,5년 반복 조건 미충족
강서구,대저2동,구조,수난사고,4,5년 반복 조건 미충족
강서구,명지동,구조,수난사고,4,5년 반복 조건 미충족
강서구,성북동,구조,수난사고,4,5년 반복 조건 미충족
남구,대연동,구조,수난사고,4,5년 반복 조건 미충족
강서구,송정동,구조,수난사고,3,5년 반복 조건 미충족
동래구,온천동,구조,수난사고,3,5년 반복 조건 미충족
부산진구,초읍동,구조,수난사고,3,5년 반복 조건 미충족
북구,화명동,구조,수난사고,3,5년 반복 조건 미충족
영도구,대평동1가,구조,수난사고,3,5년 반복 조건 미충족
영도구,봉래동2가,구조,수난사고,3,5년 반복 조건 미충족
해운대구,반여동,구조,수난사고,3,5년 반복 조건 미충족
강서구,봉림동,구조,수난사고,2,5년 반복 조건 미충족
강서구,천성동,구조,수난사고,2,5년 반복 조건 미충족
금정구,부곡동,구조,수난사고,2,5년 반복 조건 미충족
남구,우암동,구조,수난사고,2,5년 반복 조건 미충족
동래구,안락동,구조,수난사고,2,5년 반복 조건 미충족
사하구,신평동,구조,수난사고,2,5년 반복 조건 미충족
사하구,장림동,구조,수난사고,2,5년 반복 조건 미충족
연제구,연산동,구조,수난사고,2,5년 반복 조건 미충족
중구,남포동6가,구조,수난사고,2,5년 반복 조건 미충족
중구,중앙동4가,구조,수난사고,2,5년 반복 조건 미충족
강서구,동선동,구조,수난사고,1,5년 반복 조건 미충족
강서구,범방동,구조,수난사고,1,5년 반복 조건 미충족
금정구,남산동,구조,수난사고,1,5년 반복 조건 미충족
금정구,두구동,구조,수난사고,1,5년 반복 조건 미충족
금정구,오륜동,구조,수난사고,1,5년 반복 조건 미충족
금정구,장전동,구조,수난사고,1,5년 반복 조건 미충족
금정구,회동동,구조,수난사고,1,5년 반복 조건 미충족
기장군,정관읍,구조,수난사고,1,5년 반복 조건 미충족
기장군,철마면,구조,수난사고,1,5년 반복 조건 미충족
남구,문현동,구조,수난사고,1,5년 반복 조건 미충족
남구,용당동,구조,수난사고,1,5년 반복 조건 미충족
사상구,주례동,구조,수난사고,1,5년 반복 조건 미충족
사상구,학장동,구조,수난사고,1,5년 반복 조건 미충족
사하구,괴정동,구조,수난사고,1,5년 반복 조건 미충족
수영구,망미동,구조,수난사고,1,5년 반복 조건 미충족
영도구,남항동2가,구조,수난사고,1,5년 반복 조건 미충족
영도구,대교동2가,구조,수난사고,1,5년 반복 조건 미충족
중구,남포동1가,구조,수난사고,1,5년 반복 조건 미충족
중구,중앙동5가,구조,수난사고,1,5년 반복 조건 미충족
강서구,녹산동,구조,수난사고,0,5년 반복 조건 미충족
강서구,눌차동,구조,수난사고,0,5년 반복 조건 미충족
강서구,생곡동,구조,수난사고,0,5년 반복 조건 미충족
강서구,식만동,구조,수난사고,0,5년 반복 조건 미충족
강서구,화전동,구조,수난사고,0,5년 반복 조건 미충족
금정구,선동,구조,수난사고,0,5년 반복 조건 미충족
남구,감만동,구조,수난사고,0,5년 반복 조건 미충족
동구,범일동,구조,수난사고,0,5년 반복 조건 미충족
동구,좌천동,구조,수난사고,0,5년 반복 조건 미충족
동래구,명륜동,구조,수난사고,0,5년 반복 조건 미충족
동래구,수안동,구조,수난사고,0,5년 반복 조건 미충족
부산진구,범천동,구조,수난사고,0,5년 반복 조건 미충족
부산진구,부전동,구조,수난사고,0,5년 반복 조건 미충족
부산진구,전포동,구조,수난사고,0,5년 반복 조건 미충족
북구,금곡동,구조,수난사고,0,5년 반복 조건 미충족
사상구,감전동,구조,수난사고,0,5년 반복 조건 미충족
사상구,괘법동,구조,수난사고,0,5년 반복 조건 미충족
사하구,당리동,구조,수난사고,0,5년 반복 조건 미충족
영도구,남항동3가,구조,수난사고,0,5년 반복 조건 미충족
영도구,대평동2가,구조,수난사고,0,5년 반복 조건 미충족
중구,영주동,구조,수난사고,0,5년 반복 조건 미충족
해운대구,반송동,구조,수난사고,0,5년 반복 조건 미충족
해운대구,좌동,구조,수난사고,0,5년 반복 조건 미충족
부산진구,부전동,구급,교통사고,723,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
기장군,기장읍,구급,교통사고,651,결측 제외 전후 변화 방향 민감
해운대구,우동,구급,교통사고,615,결측 제외 전후 변화 방향 민감
수영구,광안동,구급,교통사고,611,결측 제외 전후 변화 방향 민감
동래구,온천동,구급,교통사고,504,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
사하구,하단동,구급,교통사고,473,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
부산진구,전포동,구급,교통사고,467,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
강서구,명지동,구급,교통사고,429,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
연제구,거제동,구급,교통사고,423,결측 제외 전후 변화 방향 민감
북구,구포동,구급,교통사고,394,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
북구,덕천동,구급,교통사고,391,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
북구,화명동,구급,교통사고,377,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
사상구,괘법동,구급,교통사고,372,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
해운대구,좌동,구급,교통사고,362,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
동구,초량동,구급,교통사고,356,결측 제외 전후 변화 방향 민감
사상구,감전동,구급,교통사고,346,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
사상구,학장동,구급,교통사고,335,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
금정구,부곡동,구급,교통사고,329,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
부산진구,양정동,구급,교통사고,323,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
부산진구,개금동,구급,교통사고,321,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
남구,용호동,구급,교통사고,318,결측 제외 전후 변화 방향 민감
수영구,민락동,구급,교통사고,316,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
부산진구,범천동,구급,교통사고,314,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
해운대구,재송동,구급,교통사고,314,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
사하구,괴정동,구급,교통사고,311,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
동래구,안락동,구급,교통사고,304,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
해운대구,반여동,구급,교통사고,299,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
사상구,주례동,구급,교통사고,292,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
사하구,장림동,구급,교통사고,290,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
금정구,장전동,구급,교통사고,284,결측 제외 전후 변화 방향 민감
남구,문현동,구급,교통사고,281,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
사하구,다대동,구급,교통사고,272,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
부산진구,부암동,구급,교통사고,266,결측 제외 전후 변화 방향 민감
금정구,구서동,구급,교통사고,258,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
강서구,대저1동,구급,교통사고,257,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
사상구,모라동,구급,교통사고,252,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
사상구,엄궁동,구급,교통사고,251,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
해운대구,중동,구급,교통사고,248,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
부산진구,가야동,구급,교통사고,243,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
강서구,대저2동,구급,교통사고,240,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
부산진구,당감동,구급,교통사고,234,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
수영구,망미동,구급,교통사고,234,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
사하구,신평동,구급,교통사고,233,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
동래구,사직동,구급,교통사고,232,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
동구,범일동,구급,교통사고,231,결측 제외 전후 변화 방향 민감
기장군,정관읍,구급,교통사고,230,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
수영구,남천동,구급,교통사고,223,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
북구,만덕동,구급,교통사고,212,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
사하구,당리동,구급,교통사고,209,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
영도구,동삼동,구급,교통사고,206,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
동래구,명륜동,구급,교통사고,199,결측 제외 전후 변화 방향 민감
북구,금곡동,구급,교통사고,199,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
사상구,덕포동,구급,교통사고,192,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
기장군,장안읍,구급,교통사고,178,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
사하구,감천동,구급,교통사고,176,결측 제외 전후 변화 방향 민감
금정구,서동,구급,교통사고,174,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
사상구,삼락동,구급,교통사고,174,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
금정구,남산동,구급,교통사고,163,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
강서구,송정동,구급,교통사고,161,결측 제외 전후 변화 방향 민감
해운대구,송정동,구급,교통사고,157,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
해운대구,반송동,구급,교통사고,154,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
서구,암남동,구급,교통사고,148,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
동래구,명장동,구급,교통사고,145,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
수영구,수영동,구급,교통사고,141,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
영도구,청학동,구급,교통사고,140,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
강서구,신호동,구급,교통사고,122,결측 제외 전후 변화 방향 민감
기장군,일광면,구급,교통사고,122,5년 반복 조건 미충족
부산진구,초읍동,구급,교통사고,120,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
동구,수정동,구급,교통사고,118,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
강서구,강동동,구급,교통사고,117,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
동구,좌천동,구급,교통사고,117,결측 제외 전후 변화 방향 민감
