district,rawDong,type,subtype,count,yearCounts,minimumAnnual,validAnnual,topMonths,topSeasons,annualMonthExact,annualSeasonExact,leaveOneMonthExact,leaveOneSeasonExact,leaveOneSeasonOverlap
남구,우암동,구조,산악사고,1,"[0, 1, 0, 0, 0]",0,1,[2],['겨울'],1,1,4,4,4
남구,우암동,구조,수난사고,2,"[0, 1, 0, 0, 1]",0,2,"[6, 9]",['가을'],0,1,3,4,4
남구,우암동,구급,교통사고,88,"[20, 24, 15, 9, 20]",9,5,[12],['겨울'],1,3,4,5,5
동구,범일동,구급,심정지,114,"[17, 17, 26, 23, 31]",17,5,[12],['가을'],0,1,3,3,3
동구,범일동,화재,일반화재(주택),31,"[11, 4, 5, 5, 6]",4,5,[1],['겨울'],1,2,4,3,3
동구,범일동,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
동구,범일동,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
동구,범일동,구급,교통사고,231,"[41, 40, 60, 48, 42]",40,5,[9],['가을'],2,3,3,5,5
동구,수정동,구급,심정지,133,"[24, 32, 25, 27, 25]",24,5,[9],['가을'],2,1,1,4,4
동구,수정동,화재,일반화재(주택),32,"[8, 6, 4, 2, 12]",2,5,[1],['겨울'],1,3,2,5,5
동구,수정동,구조,산악사고,8,"[1, 3, 2, 1, 1]",1,5,[10],['가을'],2,4,3,5,5
동구,수정동,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
동구,수정동,구급,교통사고,118,"[28, 25, 17, 25, 23]",17,5,"[9, 11]",['가을'],0,3,0,5,5
동구,좌천동,구급,심정지,87,"[14, 17, 19, 18, 19]",14,5,[2],['겨울'],2,4,3,5,5
동구,좌천동,화재,일반화재(주택),13,"[1, 6, 2, 2, 2]",1,5,"[1, 12]",['겨울'],0,3,2,5,5
동구,좌천동,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
동구,좌천동,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
동구,좌천동,구급,교통사고,117,"[20, 27, 27, 17, 26]",17,5,"[7, 10]",['겨울'],1,2,1,2,2
동구,초량동,구급,심정지,142,"[28, 24, 34, 22, 34]",22,5,[2],['겨울'],2,2,4,4,4
동구,초량동,화재,일반화재(주택),31,"[10, 10, 6, 2, 3]",2,5,[5],['봄'],0,1,3,5,5
동구,초량동,구조,산악사고,8,"[1, 0, 3, 3, 1]",0,4,[6],['여름'],1,2,3,4,4
동구,초량동,구조,수난사고,6,"[1, 1, 1, 1, 2]",1,5,[1],['겨울'],2,5,5,5,5
동구,초량동,구급,교통사고,356,"[74, 73, 75, 74, 60]",60,5,[4],['여름'],1,0,3,1,1
동래구,낙민동,구급,심정지,48,"[5, 10, 15, 10, 8]",5,5,[8],"['봄', '여름']",1,0,3,0,5
동래구,낙민동,화재,일반화재(주택),3,"[0, 0, 1, 1, 1]",0,3,[12],['겨울'],2,3,3,5,5
동래구,낙민동,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
동래구,낙민동,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
동래구,낙민동,구급,교통사고,59,"[15, 12, 6, 15, 11]",6,5,[8],['여름'],1,3,2,2,2
동래구,명륜동,구급,심정지,79,"[9, 16, 14, 25, 15]",9,5,[6],['여름'],1,1,2,4,4
동래구,명륜동,화재,일반화재(주택),16,"[4, 4, 4, 2, 2]",2,5,[11],['가을'],1,3,4,4,4
동래구,명륜동,구조,산악사고,1,"[1, 0, 0, 0, 0]",0,1,[3],['봄'],1,1,4,4,4
동래구,명륜동,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
동래구,명륜동,구급,교통사고,199,"[38, 46, 42, 38, 35]",35,5,[12],['가을'],0,2,1,2,2
동래구,명장동,구급,심정지,109,"[21, 24, 23, 22, 19]",19,5,"[1, 8, 12]",['겨울'],0,1,0,1,1
동래구,명장동,화재,일반화재(주택),21,"[3, 3, 4, 4, 7]",3,5,[7],['여름'],1,2,3,4,5
동래구,명장동,구조,산악사고,2,"[1, 0, 0, 0, 1]",0,2,"[5, 8]","['봄', '여름']",0,0,3,3,5
동래구,명장동,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
동래구,명장동,구급,교통사고,145,"[29, 29, 29, 34, 24]",24,5,[10],['가을'],1,3,4,5,5
동래구,복천동,구급,심정지,34,"[9, 4, 9, 3, 9]",3,5,[4],['봄'],2,1,3,2,4
동래구,복천동,화재,일반화재(주택),3,"[0, 2, 1, 0, 0]",0,2,"[4, 9]",['가을'],0,1,3,4,4
동래구,복천동,구조,산악사고,3,"[1, 0, 0, 0, 2]",0,2,[11],['겨울'],1,1,4,4,4
동래구,복천동,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
동래구,복천동,구급,교통사고,14,"[6, 1, 1, 4, 2]",1,5,[6],['가을'],1,2,4,5,5
동래구,사직동,구급,심정지,128,"[22, 26, 28, 19, 33]",19,5,[12],['겨울'],2,2,3,4,4
동래구,사직동,화재,일반화재(주택),22,"[3, 4, 4, 5, 6]",3,5,[1],['봄'],2,1,4,4,4
동래구,사직동,구조,산악사고,6,"[1, 1, 3, 1, 0]",0,4,[4],"['봄', '여름']",1,0,3,1,5
동래구,사직동,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
동래구,사직동,구급,교통사고,232,"[47, 49, 48, 46, 42]",42,5,[1],['가을'],1,4,4,5,5
동래구,수안동,구급,심정지,66,"[10, 6, 16, 13, 21]",6,5,[12],['겨울'],1,4,2,5,5
동래구,수안동,화재,일반화재(주택),8,"[1, 1, 2, 1, 3]",1,5,[11],['겨울'],1,2,3,3,3
동래구,수안동,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
동래구,수안동,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
동래구,수안동,구급,교통사고,115,"[23, 21, 25, 20, 26]",20,5,[5],['봄'],0,1,3,3,3
동래구,안락동,구급,심정지,140,"[29, 28, 31, 27, 25]",25,5,[5],['봄'],0,4,3,5,5
동래구,안락동,화재,일반화재(주택),32,"[3, 6, 9, 7, 7]",3,5,[12],['겨울'],1,2,5,3,3
동래구,안락동,구조,산악사고,1,"[0, 0, 0, 1, 0]",0,1,[3],['봄'],1,1,4,4,4
동래구,안락동,구조,수난사고,2,"[0, 0, 0, 2, 0]",0,1,[2],['겨울'],1,1,4,4,4
동래구,안락동,구급,교통사고,304,"[68, 64, 65, 52, 55]",52,5,[11],['가을'],0,3,1,5,5
동래구,온천동,구급,심정지,253,"[31, 58, 56, 63, 45]",31,5,[4],['여름'],2,1,5,2,2
동래구,온천동,화재,일반화재(주택),53,"[7, 15, 11, 8, 12]",7,5,"[5, 7]",['가을'],0,2,0,4,4
동래구,온천동,구조,산악사고,29,"[6, 6, 7, 5, 5]",5,5,[5],['봄'],1,2,4,5,5
동래구,온천동,구조,수난사고,3,"[0, 1, 0, 2, 0]",0,2,[9],['가을'],1,1,4,4,4
동래구,온천동,구급,교통사고,504,"[115, 106, 116, 71, 96]",71,5,[11],['여름'],1,1,2,2,2
동래구,칠산동,구급,심정지,22,"[2, 5, 3, 4, 8]",2,5,"[1, 12]",['겨울'],0,3,2,5,5
동래구,칠산동,화재,일반화재(주택),2,"[0, 2, 0, 0, 0]",0,1,"[5, 10]",['가을'],1,1,4,4,4
동래구,칠산동,구조,산악사고,1,"[0, 0, 1, 0, 0]",0,1,[12],['겨울'],1,1,4,4,4
동래구,칠산동,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
동래구,칠산동,구급,교통사고,14,"[4, 4, 2, 2, 2]",2,5,[3],['봄'],1,1,4,4,4
부산진구,가야동,구급,심정지,133,"[17, 28, 31, 19, 38]",17,5,[12],['겨울'],2,2,4,5,5
부산진구,가야동,화재,일반화재(주택),23,"[5, 6, 4, 4, 4]",4,5,[5],['봄'],1,1,3,3,4
부산진구,가야동,구조,산악사고,6,"[2, 1, 0, 2, 1]",0,4,[12],['겨울'],0,1,3,5,5
부산진구,가야동,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
부산진구,가야동,구급,교통사고,243,"[60, 58, 44, 46, 35]",35,5,[11],['가을'],1,4,4,5,5
부산진구,개금동,구급,심정지,208,"[43, 32, 42, 45, 46]",32,5,[3],['봄'],2,1,3,4,4
부산진구,개금동,화재,일반화재(주택),29,"[5, 7, 2, 7, 8]",2,5,[5],['겨울'],0,1,3,4,4
부산진구,개금동,구조,산악사고,6,"[1, 3, 1, 1, 0]",0,4,[2],['겨울'],2,2,4,4,4
부산진구,개금동,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
부산진구,개금동,구급,교통사고,321,"[75, 61, 68, 65, 52]",52,5,[9],['가을'],1,3,3,5,5
부산진구,당감동,구급,심정지,169,"[18, 32, 35, 48, 36]",18,5,[2],['겨울'],1,1,3,4,4
부산진구,당감동,화재,일반화재(주택),26,"[6, 6, 5, 5, 4]",4,5,[12],['겨울'],1,1,4,4,4
부산진구,당감동,구조,산악사고,14,"[5, 5, 1, 2, 1]",1,5,[6],['여름'],2,1,3,3,4
부산진구,당감동,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
부산진구,당감동,구급,교통사고,234,"[55, 58, 41, 49, 31]",31,5,[1],['겨울'],0,2,3,3,3
부산진구,범전동,구급,심정지,21,"[5, 3, 4, 4, 5]",3,5,"[1, 12]",['겨울'],0,2,1,5,5
부산진구,범전동,화재,일반화재(주택),4,"[1, 1, 1, 0, 1]",0,4,"[4, 6]",['봄'],0,2,3,3,3
부산진구,범전동,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
부산진구,범전동,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
부산진구,범전동,구급,교통사고,44,"[12, 10, 9, 4, 9]",4,5,"[9, 11]",['가을'],0,3,0,5,5
부산진구,범천동,구급,심정지,133,"[17, 32, 28, 25, 31]",17,5,[12],['겨울'],2,1,4,4,4
부산진구,범천동,화재,일반화재(주택),26,"[7, 6, 2, 3, 8]",2,5,"[4, 6]",['겨울'],0,3,2,4,4
부산진구,범천동,구조,산악사고,2,"[0, 0, 0, 2, 0]",0,1,[2],['겨울'],1,1,4,4,4
부산진구,범천동,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
부산진구,범천동,구급,교통사고,314,"[58, 85, 53, 57, 61]",53,5,[12],['여름'],1,2,3,2,2
부산진구,부암동,구급,심정지,129,"[31, 20, 24, 26, 28]",20,5,[12],['겨울'],1,2,4,3,3
부산진구,부암동,화재,일반화재(주택),17,"[6, 2, 1, 4, 4]",1,5,[2],['겨울'],2,3,3,5,5
부산진구,부암동,구조,산악사고,15,"[3, 6, 3, 3, 0]",0,4,[11],['가을'],2,3,4,4,4
부산진구,부암동,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
부산진구,부암동,구급,교통사고,266,"[61, 54, 48, 45, 58]",45,5,[4],['겨울'],2,2,5,4,4
부산진구,부전동,구급,심정지,99,"[20, 11, 21, 24, 23]",11,5,[2],['겨울'],3,3,2,5,5
부산진구,부전동,화재,일반화재(주택),34,"[6, 13, 3, 7, 5]",3,5,"[6, 11]",['가을'],1,2,1,4,4
부산진구,부전동,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
부산진구,부전동,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
부산진구,부전동,구급,교통사고,723,"[168, 163, 138, 138, 116]",116,5,[2],['겨울'],2,1,3,4,4
부산진구,양정동,구급,심정지,91,"[13, 15, 24, 18, 21]",13,5,"[5, 7, 10]",['가을'],0,1,0,4,4
부산진구,양정동,화재,일반화재(주택),20,"[4, 5, 6, 3, 2]",2,5,[7],['여름'],1,2,3,5,5
부산진구,양정동,구조,산악사고,1,"[0, 0, 0, 0, 1]",0,1,[11],['가을'],1,1,4,4,4
부산진구,양정동,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
부산진구,양정동,구급,교통사고,323,"[59, 71, 60, 69, 64]",59,5,[12],['봄'],0,1,1,2,2
부산진구,연지동,구급,심정지,79,"[12, 14, 17, 14, 22]",12,5,[9],['가을'],2,2,4,4,4
부산진구,연지동,화재,일반화재(주택),11,"[1, 3, 3, 2, 2]",1,5,[1],['가을'],1,2,2,4,4
부산진구,연지동,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
부산진구,연지동,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
부산진구,연지동,구급,교통사고,109,"[26, 32, 16, 17, 18]",16,5,[6],"['봄', '여름']",2,0,3,1,2
부산진구,전포동,구급,심정지,133,"[22, 24, 25, 29, 33]",22,5,[10],['가을'],0,4,3,5,5
부산진구,전포동,화재,일반화재(주택),26,"[9, 5, 4, 6, 2]",2,5,"[1, 10, 12]",['겨울'],0,1,0,5,5
부산진구,전포동,구조,산악사고,5,"[0, 1, 1, 2, 1]",0,4,[10],['가을'],1,2,3,3,3
부산진구,전포동,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
부산진구,전포동,구급,교통사고,467,"[99, 115, 104, 83, 66]",66,5,[3],['가을'],2,3,2,2,2
부산진구,초읍동,구급,심정지,117,"[14, 22, 33, 26, 22]",14,5,[12],['겨울'],1,3,3,5,5
부산진구,초읍동,화재,일반화재(주택),19,"[3, 4, 2, 3, 7]",2,5,[11],['가을'],2,3,5,5,5
부산진구,초읍동,구조,산악사고,64,"[10, 21, 15, 9, 9]",9,5,[4],['가을'],1,2,5,2,2
부산진구,초읍동,구조,수난사고,3,"[0, 0, 0, 1, 2]",0,2,[4],['봄'],1,1,4,4,4
부산진구,초읍동,구급,교통사고,120,"[23, 23, 23, 26, 25]",23,5,[10],['가을'],0,2,1,3,3
북구,구포동,구급,심정지,222,"[31, 40, 48, 47, 56]",31,5,[8],['겨울'],1,2,1,3,3
북구,구포동,화재,일반화재(주택),46,"[13, 6, 12, 5, 10]",5,5,[5],['가을'],0,3,2,2,2
북구,구포동,구조,산악사고,17,"[1, 3, 2, 5, 6]",1,5,"[1, 12]",['겨울'],0,3,0,5,5
북구,구포동,구조,수난사고,13,"[4, 2, 2, 3, 2]",2,5,[2],['겨울'],1,2,5,4,4
북구,구포동,구급,교통사고,394,"[102, 77, 79, 71, 65]",65,5,[7],['가을'],2,1,4,4,4
북구,금곡동,구급,심정지,232,"[45, 54, 41, 41, 51]",41,5,[12],['겨울'],1,3,5,5,5
북구,금곡동,화재,일반화재(주택),11,"[1, 2, 3, 3, 2]",1,5,[8],['여름'],0,1,2,5,5
북구,금곡동,구조,산악사고,12,"[1, 0, 4, 5, 2]",0,4,[9],['가을'],0,2,3,5,5
북구,금곡동,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
북구,금곡동,구급,교통사고,199,"[47, 45, 37, 34, 36]",34,5,[6],['여름'],2,3,4,5,5
북구,덕천동,구급,심정지,152,"[25, 22, 34, 34, 37]",22,5,[12],['겨울'],1,2,3,3,3
북구,덕천동,화재,일반화재(주택),28,"[5, 8, 6, 2, 7]",2,5,[4],['봄'],2,3,5,5,5
북구,덕천동,구조,산악사고,5,"[2, 2, 0, 0, 1]",0,3,[5],['봄'],0,0,3,3,3
북구,덕천동,구조,수난사고,14,"[0, 5, 3, 2, 4]",0,4,[2],['겨울'],2,2,3,4,4
북구,덕천동,구급,교통사고,391,"[74, 84, 75, 74, 84]",74,5,[11],['가을'],3,2,3,3,3
북구,만덕동,구급,심정지,164,"[26, 32, 38, 34, 34]",26,5,[11],['겨울'],1,2,3,4,4
북구,만덕동,화재,일반화재(주택),17,"[6, 1, 4, 3, 3]",1,5,[9],['겨울'],1,2,3,4,4
북구,만덕동,구조,산악사고,43,"[8, 5, 7, 10, 13]",5,5,[10],['가을'],1,2,5,5,5
북구,만덕동,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
북구,만덕동,구급,교통사고,212,"[36, 48, 39, 48, 41]",36,5,[11],['여름'],1,3,1,4,4
북구,화명동,구급,심정지,162,"[23, 31, 46, 30, 32]",23,5,[5],['봄'],1,2,2,4,4
북구,화명동,화재,일반화재(주택),15,"[4, 4, 3, 1, 3]",1,5,"[4, 6]",['겨울'],0,3,1,3,3
북구,화명동,구조,산악사고,32,"[8, 4, 7, 6, 7]",4,5,[6],['여름'],1,3,3,3,5
북구,화명동,구조,수난사고,3,"[0, 0, 1, 2, 0]",0,2,"[5, 7, 8]",['여름'],0,1,3,4,5
북구,화명동,구급,교통사고,377,"[97, 82, 72, 71, 55]",55,5,[1],['겨울'],2,2,5,5,5
사상구,감전동,구급,심정지,92,"[14, 19, 15, 27, 17]",14,5,[2],['겨울'],1,2,3,3,3
사상구,감전동,화재,일반화재(주택),34,"[7, 10, 5, 5, 7]",5,5,[2],['여름'],3,1,4,2,2
사상구,감전동,구조,산악사고,2,"[0, 0, 1, 0, 1]",0,2,[4],"['봄', '여름']",1,0,4,3,5
사상구,감전동,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
사상구,감전동,구급,교통사고,346,"[84, 92, 61, 51, 58]",51,5,[6],['여름'],0,3,1,3,4
사상구,괘법동,구급,심정지,143,"[29, 14, 39, 27, 34]",14,5,[4],['봄'],2,2,3,3,3
사상구,괘법동,화재,일반화재(주택),34,"[6, 3, 10, 10, 5]",3,5,[6],['봄'],1,1,3,4,5
사상구,괘법동,구조,산악사고,8,"[2, 3, 0, 1, 2]",0,4,"[3, 10]",['가을'],0,1,2,3,3
사상구,괘법동,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
사상구,괘법동,구급,교통사고,372,"[95, 78, 58, 80, 61]",58,5,[12],['가을'],2,2,3,3,3
사상구,덕포동,구급,심정지,70,"[20, 11, 19, 8, 12]",8,5,[11],['봄'],2,1,3,2,2
사상구,덕포동,화재,일반화재(주택),19,"[3, 4, 11, 0, 1]",0,4,[9],['가을'],1,1,5,4,4
사상구,덕포동,구조,산악사고,2,"[0, 1, 1, 0, 0]",0,2,[11],['가을'],1,1,4,4,4
사상구,덕포동,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
사상구,덕포동,구급,교통사고,192,"[43, 40, 30, 38, 41]",30,5,[9],['가을'],0,2,2,4,4
사상구,모라동,구급,심정지,175,"[39, 34, 32, 34, 36]",32,5,[5],['봄'],1,4,5,5,5
사상구,모라동,화재,일반화재(주택),19,"[4, 4, 6, 0, 5]",0,4,[7],['가을'],1,2,5,3,3
사상구,모라동,구조,산악사고,12,"[3, 5, 2, 0, 2]",0,4,[8],['여름'],0,1,2,3,4
사상구,모라동,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
사상구,모라동,구급,교통사고,252,"[57, 49, 52, 45, 49]",45,5,[1],['겨울'],1,3,4,5,5
사상구,삼락동,구급,심정지,42,"[6, 6, 10, 9, 11]",6,5,[1],['겨울'],2,3,3,5,5
사상구,삼락동,화재,일반화재(주택),12,"[2, 3, 4, 3, 0]",0,4,[6],['가을'],2,2,3,4,4
사상구,삼락동,구조,산악사고,1,"[0, 0, 0, 0, 1]",0,1,[4],['봄'],1,1,4,4,4
사상구,삼락동,구조,수난사고,8,"[2, 0, 3, 2, 1]",0,4,[5],['봄'],0,0,3,2,3
사상구,삼락동,구급,교통사고,174,"[36, 41, 39, 35, 23]",23,5,[5],['봄'],1,2,4,5,5
사상구,엄궁동,구급,심정지,89,"[16, 20, 17, 20, 16]",16,5,[11],['겨울'],1,3,2,5,5
사상구,엄궁동,화재,일반화재(주택),17,"[5, 1, 6, 5, 0]",0,4,[11],['가을'],1,1,3,4,4
사상구,엄궁동,구조,산악사고,19,"[5, 7, 3, 2, 2]",2,5,[4],['봄'],1,1,3,2,2
사상구,엄궁동,구조,수난사고,7,"[3, 1, 0, 2, 1]",0,4,"[7, 8]",['여름'],1,2,3,4,5
사상구,엄궁동,구급,교통사고,251,"[57, 65, 48, 43, 38]",38,5,[9],['가을'],1,3,3,3,3
사상구,주례동,구급,심정지,142,"[20, 29, 22, 34, 37]",20,5,[12],['겨울'],2,4,5,5,5
사상구,주례동,화재,일반화재(주택),30,"[5, 7, 7, 4, 7]",4,5,"[1, 12]",['겨울'],0,3,0,5,5
사상구,주례동,구조,산악사고,11,"[3, 1, 2, 3, 2]",1,5,[1],['겨울'],1,2,3,3,3
사상구,주례동,구조,수난사고,1,"[0, 0, 0, 1, 0]",0,1,[9],['가을'],1,1,4,4,4
사상구,주례동,구급,교통사고,292,"[62, 73, 59, 55, 43]",43,5,[1],['겨울'],2,2,4,5,5
사상구,학장동,구급,심정지,123,"[14, 26, 35, 31, 17]",14,5,[10],['가을'],1,2,3,2,2
사상구,학장동,화재,일반화재(주택),16,"[6, 3, 1, 4, 2]",1,5,[7],['여름'],1,1,3,4,4
사상구,학장동,구조,산악사고,10,"[1, 0, 4, 1, 4]",0,4,[12],['겨울'],0,1,3,4,4
사상구,학장동,구조,수난사고,1,"[0, 0, 0, 1, 0]",0,1,[7],['여름'],1,1,4,4,4
사상구,학장동,구급,교통사고,335,"[84, 76, 62, 56, 57]",56,5,[4],['봄'],2,3,1,4,4
사하구,감천동,구급,심정지,103,"[19, 16, 20, 24, 24]",16,5,[10],['겨울'],1,3,3,5,5
사하구,감천동,화재,일반화재(주택),20,"[6, 6, 1, 3, 4]",1,5,[4],['봄'],2,1,5,5,5
사하구,감천동,구조,산악사고,5,"[2, 2, 0, 1, 0]",0,3,[11],['여름'],1,0,4,3,3
사하구,감천동,구조,수난사고,5,"[2, 0, 1, 2, 0]",0,3,[1],['겨울'],0,1,3,5,5
사하구,감천동,구급,교통사고,176,"[33, 52, 30, 27, 34]",27,5,[2],['겨울'],2,2,2,2,2
사하구,괴정동,구급,심정지,254,"[46, 48, 62, 45, 53]",45,5,[12],['겨울'],1,2,5,5,5
사하구,괴정동,화재,일반화재(주택),35,"[7, 7, 7, 3, 11]",3,5,[12],['겨울'],1,3,3,4,4
사하구,괴정동,구조,산악사고,18,"[3, 4, 4, 5, 2]",2,5,[4],['가을'],2,1,4,2,2
사하구,괴정동,구조,수난사고,1,"[0, 0, 1, 0, 0]",0,1,[9],['가을'],1,1,4,4,4
사하구,괴정동,구급,교통사고,311,"[72, 57, 73, 56, 53]",53,5,[11],['가을'],2,2,2,3,3
사하구,구평동,구급,심정지,31,"[4, 4, 5, 7, 11]",4,5,[12],['겨울'],1,2,2,4,4
사하구,구평동,화재,일반화재(주택),12,"[2, 6, 2, 1, 1]",1,5,[2],['겨울'],2,4,3,5,5
사하구,구평동,구조,산악사고,1,"[1, 0, 0, 0, 0]",0,1,[1],['겨울'],1,1,4,4,4
사하구,구평동,구조,수난사고,5,"[3, 1, 1, 0, 0]",0,3,[2],['겨울'],2,2,5,5,5
사하구,구평동,구급,교통사고,87,"[21, 15, 26, 15, 10]",10,5,[9],['가을'],2,3,4,2,2
사하구,다대동,구급,심정지,267,"[53, 57, 48, 49, 60]",48,5,[3],['겨울'],1,2,2,4,4
사하구,다대동,화재,일반화재(주택),19,"[7, 3, 4, 5, 0]",0,4,[12],['겨울'],1,3,4,5,5
사하구,다대동,구조,산악사고,5,"[0, 1, 1, 1, 2]",0,4,[9],['가을'],2,2,5,4,4
사하구,다대동,구조,수난사고,67,"[20, 17, 13, 7, 10]",7,5,[6],['여름'],2,4,3,5,5
사하구,다대동,구급,교통사고,272,"[64, 67, 58, 39, 44]",39,5,[5],['여름'],1,3,1,4,4
사하구,당리동,구급,심정지,102,"[15, 21, 22, 20, 24]",15,5,[11],['가을'],1,2,4,3,3
사하구,당리동,화재,일반화재(주택),18,"[2, 6, 4, 5, 1]",1,5,[9],['가을'],1,2,4,4,4
사하구,당리동,구조,산악사고,33,"[4, 8, 8, 5, 8]",4,5,[4],['가을'],2,3,3,5,5
사하구,당리동,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
사하구,당리동,구급,교통사고,209,"[46, 44, 38, 44, 37]",37,5,[3],['봄'],1,3,4,5,5
사하구,신평동,구급,심정지,106,"[15, 25, 26, 25, 15]",15,5,[1],['겨울'],1,4,4,5,5
사하구,신평동,화재,일반화재(주택),27,"[5, 7, 6, 4, 5]",4,5,[9],['가을'],3,2,5,4,4
사하구,신평동,구조,산악사고,10,"[0, 5, 3, 1, 1]",0,4,[4],['겨울'],1,2,4,4,4
사하구,신평동,구조,수난사고,2,"[0, 1, 0, 0, 1]",0,2,[4],['봄'],1,2,4,5,5
사하구,신평동,구급,교통사고,233,"[48, 49, 52, 41, 43]",41,5,[9],['여름'],2,2,2,2,2
사하구,장림동,구급,심정지,143,"[30, 27, 31, 27, 28]",27,5,[11],['가을'],2,3,5,5,5
사하구,장림동,화재,일반화재(주택),33,"[6, 5, 7, 6, 9]",5,5,[5],['봄'],1,2,2,5,5
사하구,장림동,구조,산악사고,9,"[3, 3, 2, 1, 0]",0,4,[10],['가을'],1,2,3,4,4
사하구,장림동,구조,수난사고,2,"[0, 0, 1, 1, 0]",0,2,"[1, 12]",['겨울'],0,2,3,5,5
사하구,장림동,구급,교통사고,290,"[80, 61, 49, 49, 51]",49,5,[11],['가을'],1,3,1,4,4
사하구,하단동,구급,심정지,141,"[20, 23, 31, 34, 33]",20,5,[1],['겨울'],1,2,3,5,5
사하구,하단동,화재,일반화재(주택),29,"[7, 5, 4, 6, 7]",4,5,[4],['겨울'],2,2,4,4,4
사하구,하단동,구조,산악사고,17,"[2, 8, 2, 4, 1]",1,5,[7],['여름'],1,1,3,4,4
사하구,하단동,구조,수난사고,17,"[6, 6, 0, 2, 3]",0,4,[9],['가을'],2,4,2,5,5
사하구,하단동,구급,교통사고,473,"[100, 101, 105, 77, 90]",77,5,[2],['가을'],1,2,5,4,4
서구,남부민동,구급,심정지,93,"[15, 17, 16, 23, 22]",15,5,[3],['겨울'],1,2,3,4,4
서구,남부민동,화재,일반화재(주택),19,"[4, 5, 4, 3, 3]",3,5,[3],['봄'],0,2,2,2,2
서구,남부민동,구조,산악사고,4,"[1, 1, 1, 1, 0]",0,4,[3],['봄'],2,3,3,5,5
서구,남부민동,구조,수난사고,20,"[3, 6, 4, 4, 3]",3,5,[10],"['봄', '여름']",1,0,2,1,4
서구,남부민동,구급,교통사고,83,"[25, 22, 13, 12, 11]",11,5,[5],['봄'],2,2,3,5,5
서구,동대신동1가,구급,심정지,13,"[5, 2, 3, 1, 2]",1,5,[2],['겨울'],3,2,5,4,4
서구,동대신동1가,화재,일반화재(주택),3,"[0, 1, 0, 1, 1]",0,3,[9],['가을'],2,2,5,5,5
서구,동대신동1가,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,동대신동1가,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,동대신동1가,구급,교통사고,33,"[5, 6, 10, 6, 6]",5,5,[1],['겨울'],1,1,3,4,4
서구,동대신동2가,구급,심정지,38,"[6, 10, 6, 8, 8]",6,5,[2],['겨울'],1,3,2,4,4
